title,text,label,text_length,title_length,num_words,num_sentences,label_numeric
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Nagpahayag ng suporta ang ilang opisyal ukol dito. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,REAL,155,42,24,3,1
"Dahon ng mangga, ginawang cellphone charger","Dahon ng mangga, ginawang cellphone charger. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ang balitang ito ay mabilis na kumalat sa social media.",FAKE,161,43,24,3,0
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,148,44,23,3,1
Saging kayang gamutin ang lahat ng sakit ayon sa eksperto,Saging kayang gamutin ang lahat ng sakit ayon sa eksperto. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay nakumpirma ng mga eksperto sa lugar.,FAKE,163,57,26,3,0
"Dahon ng mangga, ginawang cellphone charger","Dahon ng mangga, ginawang cellphone charger. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ang balitang ito ay mabilis na kumalat sa social media.",FAKE,152,43,25,3,0
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ang balitang ito ay mabilis na kumalat sa social media.,FAKE,155,46,27,3,0
"Dahon ng mangga, ginawang cellphone charger","Dahon ng mangga, ginawang cellphone charger. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.",FAKE,166,43,22,3,0
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Ang balitang ito ay mabilis na kumalat sa social media. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.",REAL,165,47,26,3,1
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Hindi pa matukoy kung gaano katotoo ang insidente.",REAL,160,47,24,3,1
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Ito ay nakumpirma ng mga eksperto sa lugar. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,145,44,24,3,1
BFP nagsagawa ng fire drill sa Quezon City,"BFP nagsagawa ng fire drill sa Quezon City. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,166,42,25,3,1
BFP nagsagawa ng fire drill sa Quezon City,"BFP nagsagawa ng fire drill sa Quezon City. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,156,42,25,3,1
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,164,51,25,3,0
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Ang balitang ito ay mabilis na kumalat sa social media. Ang balitang ito ay mabilis na kumalat sa social media.,FAKE,156,43,27,3,0
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,166,43,23,3,0
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay nakumpirma ng mga eksperto sa lugar.",FAKE,145,49,24,3,0
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,REAL,170,57,27,3,1
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,REAL,161,48,24,3,1
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,REAL,180,57,27,3,1
May bagong planeta na natagpuan malapit sa Pilipinas,"May bagong planeta na natagpuan malapit sa Pilipinas. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.",FAKE,176,52,25,3,0
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,"Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,171,57,25,3,1
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,160,57,27,3,1
Libreng sakay sa mga estudyante ipapatupad simula Hulyo,Libreng sakay sa mga estudyante ipapatupad simula Hulyo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,168,55,24,3,1
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Ito ay bahagi ng patuloy na programa ng pamahalaan. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,165,51,26,3,0
BFP nagsagawa ng fire drill sa Quezon City,"BFP nagsagawa ng fire drill sa Quezon City. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Hindi pa matukoy kung gaano katotoo ang insidente.",REAL,156,42,25,3,1
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,171,48,23,3,0
PhilHealth naglunsad ng bagong online portal,"PhilHealth naglunsad ng bagong online portal. Ang balitang ito ay mabilis na kumalat sa social media. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,163,44,25,3,1
Saging kayang gamutin ang lahat ng sakit ayon sa eksperto,Saging kayang gamutin ang lahat ng sakit ayon sa eksperto. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,180,57,26,3,0
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,165,52,24,3,0
Mga kabataan nagtanim ng puno sa tree planting activity,"Mga kabataan nagtanim ng puno sa tree planting activity. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Hindi pa matukoy kung gaano katotoo ang insidente.",REAL,169,55,26,3,1
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Nagpahayag ng suporta ang ilang opisyal ukol dito. Hindi pa matukoy kung gaano katotoo ang insidente.",FAKE,152,49,24,3,0
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,"Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,166,51,27,3,0
Mga kabataan nagtanim ng puno sa tree planting activity,"Mga kabataan nagtanim ng puno sa tree planting activity. Ang balitang ito ay mabilis na kumalat sa social media. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,174,55,28,3,1
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Ito ay nakumpirma ng mga eksperto sa lugar. Ito ay bahagi ng patuloy na programa ng pamahalaan.",REAL,144,47,25,3,1
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Ang balitang ito ay mabilis na kumalat sa social media. Ito ay nakumpirma ng mga eksperto sa lugar.,REAL,145,44,26,3,1
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Hindi pa matukoy kung gaano katotoo ang insidente.",FAKE,162,49,24,3,0
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Ang balitang ito ay mabilis na kumalat sa social media. Ito ay nakumpirma ng mga eksperto sa lugar.,REAL,158,57,26,3,1
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Ito ay bahagi ng patuloy na programa ng pamahalaan. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,REAL,171,57,25,3,1
Mga kabataan nagtanim ng puno sa tree planting activity,Mga kabataan nagtanim ng puno sa tree planting activity. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,164,55,28,3,1
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Nagpahayag ng suporta ang ilang opisyal ukol dito. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,161,48,23,3,0
PNP: Mas pinaigting na seguridad sa Metro Manila,"PNP: Mas pinaigting na seguridad sa Metro Manila. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,172,48,25,3,1
May nilalang na lumitaw sa ilog sa Iloilo,May nilalang na lumitaw sa ilog sa Iloilo. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,154,41,24,3,0
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Nagpahayag ng suporta ang ilang opisyal ukol dito.,FAKE,149,46,24,3,0
Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon,Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon. Ito ay nakumpirma ng mga eksperto sa lugar. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,157,56,26,3,1
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ito ay bahagi ng patuloy na programa ng pamahalaan.,FAKE,157,43,24,3,0
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ito ay nakumpirma ng mga eksperto sa lugar.,FAKE,149,52,25,3,0
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ito ay nakumpirma ng mga eksperto sa lugar.",FAKE,145,49,24,3,0
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Ang balitang ito ay mabilis na kumalat sa social media. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,165,57,29,3,1
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Hindi pa matukoy kung gaano katotoo ang insidente. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,145,42,24,3,1
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Ito ay nakumpirma ng mga eksperto sa lugar. Ito ay nakumpirma ng mga eksperto sa lugar.,FAKE,132,43,23,3,0
Saging kayang gamutin ang lahat ng sakit ayon sa eksperto,Saging kayang gamutin ang lahat ng sakit ayon sa eksperto. Ito ay nakumpirma ng mga eksperto sa lugar. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,153,57,26,3,0
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,161,48,23,3,0
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,"Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Hindi pa matukoy kung gaano katotoo ang insidente.",FAKE,165,51,26,3,0
"Dahon ng mangga, ginawang cellphone charger","Dahon ng mangga, ginawang cellphone charger. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,168,43,24,3,0
"Dahon ng mangga, ginawang cellphone charger","Dahon ng mangga, ginawang cellphone charger. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Nagpahayag ng suporta ang ilang opisyal ukol dito.",FAKE,156,43,22,3,0
May nilalang na lumitaw sa ilog sa Iloilo,"May nilalang na lumitaw sa ilog sa Iloilo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,165,41,25,3,0
PNP: Mas pinaigting na seguridad sa Metro Manila,"PNP: Mas pinaigting na seguridad sa Metro Manila. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Nagpahayag ng suporta ang ilang opisyal ukol dito.",REAL,162,48,25,3,1
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,162,57,26,3,1
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,REAL,165,42,24,3,1
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Nagpahayag ng suporta ang ilang opisyal ukol dito.,FAKE,155,52,24,3,0
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,REAL,180,57,27,3,1
Buwan umano nahulog sa likod ng Mt. Apo,Buwan umano nahulog sa likod ng Mt. Apo. Hindi pa matukoy kung gaano katotoo ang insidente. Ito ay nakumpirma ng mga eksperto sa lugar.,FAKE,135,39,24,4,0
Buwan umano nahulog sa likod ng Mt. Apo,Buwan umano nahulog sa likod ng Mt. Apo. Ito ay nakumpirma ng mga eksperto sa lugar. Ito ay nakumpirma ng mga eksperto sa lugar.,FAKE,128,39,24,4,0
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ito ay nakumpirma ng mga eksperto sa lugar.,REAL,140,44,22,3,1
Saging kayang gamutin ang lahat ng sakit ayon sa eksperto,Saging kayang gamutin ang lahat ng sakit ayon sa eksperto. Ito ay bahagi ng patuloy na programa ng pamahalaan. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,161,57,27,3,0
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,159,46,24,3,0
May bagong planeta na natagpuan malapit sa Pilipinas,"May bagong planeta na natagpuan malapit sa Pilipinas. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.",FAKE,176,52,25,3,0
Mga kabataan nagtanim ng puno sa tree planting activity,Mga kabataan nagtanim ng puno sa tree planting activity. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,158,55,25,3,1
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ang balitang ito ay mabilis na kumalat sa social media.,FAKE,160,52,26,3,0
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Ito ay nakumpirma ng mga eksperto sa lugar. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,140,44,24,3,1
Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon,Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,160,56,25,3,1
Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon,Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon. Ang balitang ito ay mabilis na kumalat sa social media. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,165,56,27,3,1
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,"DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,172,57,29,3,1
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Ito ay nakumpirma ng mga eksperto sa lugar. Nagpahayag ng suporta ang ilang opisyal ukol dito.,REAL,144,48,24,3,1
Buwan umano nahulog sa likod ng Mt. Apo,Buwan umano nahulog sa likod ng Mt. Apo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Nagpahayag ng suporta ang ilang opisyal ukol dito.,FAKE,152,39,24,4,0
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ito ay nakumpirma ng mga eksperto sa lugar.,REAL,144,48,24,3,1
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,155,52,24,3,0
May nilalang na lumitaw sa ilog sa Iloilo,May nilalang na lumitaw sa ilog sa Iloilo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,154,41,24,3,0
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,156,42,25,3,1
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ang balitang ito ay mabilis na kumalat sa social media.",FAKE,167,49,26,3,0
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Ito ay nakumpirma ng mga eksperto sa lugar. Ito ay nakumpirma ng mga eksperto sa lugar.",FAKE,138,49,24,3,0
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Hindi pa matukoy kung gaano katotoo ang insidente. Ito ay nakumpirma ng mga eksperto sa lugar.,FAKE,148,52,24,3,0
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Nagpahayag ng suporta ang ilang opisyal ukol dito.,REAL,170,57,24,3,1
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Ito ay nakumpirma ng mga eksperto sa lugar. Nagpahayag ng suporta ang ilang opisyal ukol dito.,FAKE,148,52,24,3,0
Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon,Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,REAL,179,56,24,3,1
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Nagpahayag ng suporta ang ilang opisyal ukol dito. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,REAL,170,57,24,3,1
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ang balitang ito ay mabilis na kumalat sa social media.,FAKE,161,43,25,3,0
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Ang balitang ito ay mabilis na kumalat sa social media. Ang balitang ito ay mabilis na kumalat sa social media.,FAKE,156,43,27,3,0
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay nakumpirma ng mga eksperto sa lugar.,FAKE,157,51,25,3,0
Saging kayang gamutin ang lahat ng sakit ayon sa eksperto,Saging kayang gamutin ang lahat ng sakit ayon sa eksperto. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,170,57,26,3,0
May nilalang na lumitaw sa ilog sa Iloilo,May nilalang na lumitaw sa ilog sa Iloilo. Hindi pa matukoy kung gaano katotoo ang insidente. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,FAKE,154,41,24,3,0
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,151,48,23,3,0
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay bahagi ng patuloy na programa ng pamahalaan.,FAKE,156,52,25,3,0
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,171,57,25,3,1
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Hindi pa matukoy kung gaano katotoo ang insidente. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,161,48,23,3,0
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Ito ay bahagi ng patuloy na programa ng pamahalaan. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,REAL,156,42,25,3,1
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,147,44,22,3,1
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Nagpahayag ng suporta ang ilang opisyal ukol dito.,REAL,155,42,24,3,1
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Hindi pa matukoy kung gaano katotoo ang insidente. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,151,48,23,3,0
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.",REAL,160,47,24,3,1
Libreng sakay sa mga estudyante ipapatupad simula Hulyo,Libreng sakay sa mga estudyante ipapatupad simula Hulyo. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,168,55,24,3,1
Higante umano nakita sa bundok ng Sierra Madre,"Higante umano nakita sa bundok ng Sierra Madre. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,160,46,25,3,0
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ang balitang ito ay mabilis na kumalat sa social media.,FAKE,156,48,25,3,0
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Ito ay bahagi ng patuloy na programa ng pamahalaan. Nagpahayag ng suporta ang ilang opisyal ukol dito.,REAL,146,42,25,3,1
Mga kabataan nagtanim ng puno sa tree planting activity,Mga kabataan nagtanim ng puno sa tree planting activity. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,160,55,27,3,1
Bata nagpakita ng telekinetic powers sa paaralan,"Bata nagpakita ng telekinetic powers sa paaralan. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,172,48,24,3,0
Libreng sakay sa mga estudyante ipapatupad simula Hulyo,Libreng sakay sa mga estudyante ipapatupad simula Hulyo. Ito ay nakumpirma ng mga eksperto sa lugar. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,156,55,26,3,1
Buwan umano nahulog sa likod ng Mt. Apo,"Buwan umano nahulog sa likod ng Mt. Apo. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Ito ay bahagi ng patuloy na programa ng pamahalaan.",FAKE,154,39,26,4,0
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,156,43,23,3,0
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Ito ay bahagi ng patuloy na programa ng pamahalaan. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,162,48,24,3,0
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Nagpahayag ng suporta ang ilang opisyal ukol dito. Hindi pa matukoy kung gaano katotoo ang insidente.",REAL,150,47,24,3,1
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay nakumpirma ng mga eksperto sa lugar.,FAKE,148,52,24,3,0
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Hindi pa matukoy kung gaano katotoo ang insidente. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,FAKE,156,43,23,3,0
